,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class
4834,Unload2,1003422,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,9.01,9.18,ДС,8.64,9.18,песчаник,с примесью,частично разрушен,не опред.,0
4836,Unload2,1003424,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,9.18,10.01,ДС,9.18,11.35,аргиллит,не карбонатный,частично разрушен,не опред.,0
4838,Unload2,1003426,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,10.01,11.0,ДС,9.18,11.35,аргиллит,не карбонатный,частично разрушен,не опред.,0
4840,Unload2,1003428,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,11.0,11.35,ДС,9.18,11.35,аргиллит,не карбонатный,частично разрушен,не опред.,0
4842,Unload2,1003430,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,11.35,12.0,ДС,11.35,12.0,песчаник,не карбонатный,частично разрушен,не опред.,0
4844,Unload2,1003432,Field2,Well2,2710.0,2714.6,2714.4,2719.0,4.58,0.0,0.98,ДС,0.0,4.58,аргиллит,не карбонатный,частично разрушен,не опред.,0
4846,Unload2,1003434,Field2,Well2,2710.0,2714.6,2714.4,2719.0,4.58,0.98,1.96,ДС,0.0,4.58,аргиллит,не карбонатный,частично разрушен,не опред.,0
4848,Unload2,1003436,Field2,Well2,2710.0,2714.6,2714.4,2719.0,4.58,1.96,2.96,ДС,0.0,4.58,аргиллит,не карбонатный,частично разрушен,не опред.,0
4850,Unload2,1003438,Field2,Well2,2710.0,2714.6,2714.4,2719.0,4.58,2.96,3.96,ДС,0.0,4.58,аргиллит,не карбонатный,частично разрушен,не опред.,0
4852,Unload2,1003440,Field2,Well2,2710.0,2714.6,2714.4,2719.0,4.58,3.96,4.58,ДС,0.0,4.58,аргиллит,не карбонатный,частично разрушен,не опред.,0
4854,Unload2,1003442,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,0.0,0.27,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4856,Unload2,1003444,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,0.27,1.25,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4858,Unload2,1003446,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,1.25,2.24,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4860,Unload2,1003448,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,2.24,3.21,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4862,Unload2,1003450,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,3.21,4.19,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4864,Unload2,1003452,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,4.19,5.18,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4866,Unload2,1003454,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,5.18,6.14,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4868,Unload2,1003456,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,6.14,7.12,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4870,Unload2,1003458,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,7.12,8.11,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4872,Unload2,1003460,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,8.11,9.11,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4874,Unload2,1003462,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,9.11,10.09,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4876,Unload2,1003464,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,10.09,11.11,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4878,Unload2,1003466,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,11.11,12.15,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4880,Unload2,1003468,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,12.15,13.19,ДС,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4882,Unload2,1003470,Field2,Well2,2727.8,2736.5,2732.2,2740.9,8.53,0.0,1.0,ДС,0.0,8.53,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4884,Unload2,1003472,Field2,Well2,2727.8,2736.5,2732.2,2740.9,8.53,1.0,2.0,ДС,0.0,8.53,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4886,Unload2,1003474,Field2,Well2,2727.8,2736.5,2732.2,2740.9,8.53,2.0,3.0,ДС,0.0,8.53,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4888,Unload2,1003476,Field2,Well2,2727.8,2736.5,2732.2,2740.9,8.53,3.0,4.01,ДС,0.0,8.53,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4890,Unload2,1003478,Field2,Well2,2727.8,2736.5,2732.2,2740.9,8.53,4.01,5.02,ДС,0.0,8.53,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4892,Unload2,1003480,Field2,Well2,2727.8,2736.5,2732.2,2740.9,8.53,5.02,6.04,ДС,0.0,8.53,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4894,Unload2,1003482,Field2,Well2,2727.8,2736.5,2732.2,2740.9,8.53,6.04,7.04,ДС,0.0,8.53,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4896,Unload2,1003484,Field2,Well2,2727.8,2736.5,2732.2,2740.9,8.53,7.04,8.04,ДС,0.0,8.53,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4898,Unload2,1003486,Field2,Well2,2727.8,2736.5,2732.2,2740.9,8.53,8.04,8.53,ДС,0.0,8.53,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4900,Unload2,1003488,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,0.0,0.97,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4902,Unload2,1003490,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,0.97,1.97,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4904,Unload2,1003492,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,1.97,2.97,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4906,Unload2,1003494,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,2.97,3.96,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4908,Unload2,1003496,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,3.96,4.96,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4910,Unload2,1003498,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,4.96,5.92,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4912,Unload2,1003500,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,5.92,6.92,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4914,Unload2,1003502,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,6.92,7.92,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4916,Unload2,1003504,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,7.92,8.93,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4918,Unload2,1003506,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,8.93,9.89,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4920,Unload2,1003508,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,9.89,10.88,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4922,Unload2,1003510,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,10.88,11.88,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4924,Unload2,1003512,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,11.88,12.88,ДС,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4926,Unload2,1003514,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,0.0,0.99,ДС,0.0,2.05,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4928,Unload2,1003516,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,0.99,1.99,ДС,0.0,2.05,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4930,Unload2,1003518,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,1.99,2.05,ДС,0.0,2.05,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4932,Unload2,1003520,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,2.05,2.98,ДС,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4934,Unload2,1003522,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,2.98,3.98,ДС,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4936,Unload2,1003524,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,3.98,4.97,ДС,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4938,Unload2,1003526,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,4.97,5.96,ДС,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4940,Unload2,1003528,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,5.96,6.97,ДС,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4942,Unload2,1003530,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,6.97,7.98,ДС,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4944,Unload2,1003532,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,7.98,7.99,ДС,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4946,Unload2,1003534,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,7.99,8.23,ДС,7.99,8.23,песчаник,не карбонатный,не разрушен,продукт,3
4948,Unload2,1003536,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,8.23,8.43,ДС,8.23,8.43,алевролит,не карбонатный,не разрушен,не опред.,0
4950,Unload2,1003538,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,8.43,8.86,ДС,8.43,8.86,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,частично разрушен,продукт,3
4952,Unload2,1003540,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,8.86,8.98,ДС,8.86,9.07,алевролит,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
4954,Unload2,1003542,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,8.98,9.07,ДС,8.86,9.07,алевролит,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
4956,Unload2,1003544,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,9.07,9.34,ДС,9.07,9.34,песчаник,с карбонатными обломками или конкрециями,не разрушен,продукт,3
4958,Unload2,1003546,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,9.34,9.7,ДС,9.34,9.7,переслаивание песчаника и алевролита,не карбонатный,не разрушен,не опред.,0
4960,Unload2,1003548,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,9.7,9.9,ДС,9.7,9.9,песчаник,не карбонатный,не разрушен,продукт,3
4962,Unload2,1003550,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,9.9,9.97,ДС,9.9,10.33,алевролит сильноглинистый,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4964,Unload2,1003552,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,9.97,10.33,ДС,9.9,10.33,алевролит сильноглинистый,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
4966,Unload2,1003554,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,10.33,10.73,ДС,10.33,10.73,песчаник,не карбонатный,не разрушен,продукт,3
4968,Unload2,1003556,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,10.73,10.96,ДС,10.73,11.27,песчаник,сильнокарбонатный,не разрушен,не опред.,0
4970,Unload2,1003558,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,10.96,11.27,ДС,10.73,11.27,песчаник,сильнокарбонатный,не разрушен,не опред.,0
4972,Unload2,1003560,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,0.0,0.77,ДС,0.0,0.77,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,продукт,3
4974,Unload2,1003562,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,0.77,1.0,ДС,0.77,1.23,песчаник,не карбонатный,не разрушен,продукт,3
4976,Unload2,1003564,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,1.0,1.23,ДС,0.77,1.23,песчаник,не карбонатный,не разрушен,продукт,3
4978,Unload2,1003566,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,1.23,1.78,ДС,1.23,1.78,переслаивание песчаника и алевролита,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
4980,Unload2,1003568,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,1.78,2.0,ДС,1.78,2.2,алевролит,не карбонатный,частично разрушен,не опред.,0
4982,Unload2,1003570,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,2.0,2.2,ДС,1.78,2.2,алевролит,не карбонатный,частично разрушен,не опред.,0
4984,Unload2,1003572,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,2.2,2.35,ДС,2.2,2.35,песчаник,не карбонатный,не разрушен,продукт,3
4986,Unload2,1003574,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,2.35,2.5,ДС,2.35,2.5,песчаник,не карбонатный,не разрушен,не опред.,0
4988,Unload2,1003576,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,2.5,3.0,ДС,2.5,4.24,алевролит,не карбонатный,частично разрушен,не опред.,0
4990,Unload2,1003578,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,3.0,4.0,ДС,2.5,4.24,алевролит,не карбонатный,частично разрушен,не опред.,0
4992,Unload2,1003580,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,4.0,4.24,ДС,2.5,4.24,алевролит,не карбонатный,частично разрушен,не опред.,0
4994,Unload2,1003582,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,4.24,5.0,ДС,4.24,5.0,алевролит,не карбонатный,частично разрушен,не опред.,0
4996,Unload2,1003584,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,5.0,5.3,ДС,5.0,5.3,песчаник,не карбонатный,не разрушен,продукт,3
4998,Unload2,1003586,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,5.3,5.98,ДС,5.3,6.13,алевролит,не карбонатный,частично разрушен,не опред.,0
5000,Unload2,1003588,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,5.98,6.13,ДС,5.3,6.13,алевролит,не карбонатный,частично разрушен,не опред.,0
5002,Unload2,1003590,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,6.13,6.81,ДС,6.13,6.81,песчаник,не карбонатный,не разрушен,продукт,3
5004,Unload2,1003592,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,6.81,6.94,ДС,6.81,8.24,алевролит сильноглинистый,не карбонатный,частично разрушен,не опред.,0
5006,Unload2,1003594,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,6.94,7.94,ДС,6.81,8.24,алевролит сильноглинистый,не карбонатный,частично разрушен,не опред.,0
5008,Unload2,1003596,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,7.94,8.24,ДС,6.81,8.24,алевролит сильноглинистый,не карбонатный,частично разрушен,не опред.,0
5010,Unload2,1003598,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,8.24,8.68,ДС,8.24,8.68,алевролит,не карбонатный,не разрушен,не опред.,0
5012,Unload2,1003600,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,8.68,8.94,ДС,8.68,9.42,алевролит,не карбонатный,частично разрушен,не опред.,0
5014,Unload2,1003602,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,8.94,9.42,ДС,8.68,9.42,алевролит,не карбонатный,частично разрушен,не опред.,0
5016,Unload2,1003604,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,9.42,9.94,ДС,9.42,10.04,песчаник,не карбонатный,частично разрушен,продукт,3
5018,Unload2,1003606,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,9.94,10.04,ДС,9.42,10.04,песчаник,не карбонатный,частично разрушен,продукт,3
5020,Unload2,1003608,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,10.04,10.93,ДС,10.04,11.64,алевролит,не карбонатный,не разрушен,не опред.,0
5022,Unload2,1003610,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,10.93,11.64,ДС,10.04,11.64,алевролит,не карбонатный,не разрушен,не опред.,0
5024,Unload2,1003612,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,11.64,11.94,ДС,11.64,14.67,песчаник,не карбонатный,не разрушен,продукт,3
5026,Unload2,1003614,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,11.94,12.94,ДС,11.64,14.67,песчаник,не карбонатный,не разрушен,продукт,3
5028,Unload2,1003616,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,12.94,13.94,ДС,11.64,14.67,песчаник,не карбонатный,не разрушен,продукт,3
5030,Unload2,1003618,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,13.94,14.67,ДС,11.64,14.67,песчаник,не карбонатный,не разрушен,продукт,3
5032,Unload2,1003620,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,14.67,14.94,ДС,14.67,15.04,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
5034,Unload2,1003622,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,14.94,15.04,ДС,14.67,15.04,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
5036,Unload2,1003624,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,15.04,15.43,ДС,15.04,15.43,песчаник,не карбонатный,не разрушен,продукт,3
5038,Unload2,1003626,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,15.43,15.84,ДС,15.43,15.84,песчаник,не карбонатный,частично разрушен,продукт,3
5040,Unload2,1003628,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,15.84,15.94,ДС,15.84,15.94,переслаивание песчаника и алевролита,не карбонатный,разрушен,не опред.,0
5042,Unload2,1003630,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,15.94,16.52,ДС,15.94,16.52,песчаник,не карбонатный,не разрушен,продукт,3
5044,Unload2,1003632,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,16.52,16.94,ДС,16.52,17.1,аргиллит,не карбонатный,частично разрушен,не опред.,0
5046,Unload2,1003634,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,16.94,17.1,ДС,16.52,17.1,аргиллит,не карбонатный,частично разрушен,не опред.,0
5048,Unload2,1003636,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,0.0,0.49,ДС,0.0,0.49,аргиллит,не карбонатный,частично разрушен,не опред.,0
5050,Unload2,1003638,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,0.49,0.78,ДС,0.49,0.78,песчаник,сильнокарбонатный,частично разрушен,не опред.,0
5052,Unload2,1003640,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,0.78,1.78,ДС,0.78,2.05,песчаник,не карбонатный,частично разрушен,продукт,3
5054,Unload2,1003642,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,1.78,2.05,ДС,0.78,2.05,песчаник,не карбонатный,частично разрушен,продукт,3
5056,Unload2,1003644,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,2.05,2.45,ДС,2.05,2.45,песчаник,не карбонатный,частично разрушен,продукт,3
5058,Unload2,1003646,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,2.45,2.78,ДС,2.45,3.16,песчаник,не карбонатный,частично разрушен,продукт,3
5060,Unload2,1003648,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,2.78,3.16,ДС,2.45,3.16,песчаник,не карбонатный,частично разрушен,продукт,3
5062,Unload2,1003650,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,3.16,3.78,ДС,3.16,3.88,песчаник,сильнокарбонатный,не разрушен,не опред.,0
5064,Unload2,1003652,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,3.78,3.88,ДС,3.16,3.88,песчаник,сильнокарбонатный,не разрушен,не опред.,0
5066,Unload2,1003654,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,3.88,4.78,ДС,3.88,6.68,песчаник,с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
5068,Unload2,1003656,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,4.78,5.77,ДС,3.88,6.68,песчаник,с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
5070,Unload2,1003658,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,5.77,6.68,ДС,3.88,6.68,песчаник,с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
5072,Unload2,1003660,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,6.68,6.76,ДС,6.68,7.64,алевролит,не карбонатный,частично разрушен,не опред.,0
5074,Unload2,1003662,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,6.76,7.64,ДС,6.68,7.64,алевролит,не карбонатный,частично разрушен,не опред.,0
5076,Unload2,1003664,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,7.64,7.74,ДС,7.64,8.91,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5078,Unload2,1003666,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,7.74,8.72,ДС,7.64,8.91,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5080,Unload2,1003668,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,8.72,8.91,ДС,7.64,8.91,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5082,Unload2,1003670,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,8.91,9.66,ДС,8.91,9.66,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
5084,Unload2,1003672,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,9.66,9.71,ДС,9.66,14.14,аргиллит,не карбонатный,частично разрушен,не опред.,0
5086,Unload2,1003674,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,9.71,10.7,ДС,9.66,14.14,аргиллит,не карбонатный,частично разрушен,не опред.,0
5088,Unload2,1003676,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,10.7,11.69,ДС,9.66,14.14,аргиллит,не карбонатный,частично разрушен,не опред.,0
5090,Unload2,1003678,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,11.69,12.68,ДС,9.66,14.14,аргиллит,не карбонатный,частично разрушен,не опред.,0
5092,Unload2,1003680,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,12.68,13.66,ДС,9.66,14.14,аргиллит,не карбонатный,частично разрушен,не опред.,0
5094,Unload2,1003682,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,13.66,14.14,ДС,9.66,14.14,аргиллит,не карбонатный,частично разрушен,не опред.,0
5096,Unload2,1003684,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,14.14,14.66,ДС,14.14,15.84,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
5098,Unload2,1003686,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,14.66,15.66,ДС,14.14,15.84,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
5100,Unload2,1003688,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,15.66,15.84,ДС,14.14,15.84,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
5102,Unload2,1003690,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,15.84,16.66,ДС,15.84,17.0,аргиллит,не карбонатный,частично разрушен,не опред.,0
5104,Unload2,1003692,Field2,Well2,2788.3,2805.3,2792.3,2809.3,17.0,16.66,17.0,ДС,15.84,17.0,аргиллит,не карбонатный,частично разрушен,не опред.,0
5106,Unload2,1003694,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,0.0,0.14,ДС,0.0,0.14,алевролит,не карбонатный,частично разрушен,не опред.,0
5108,Unload2,1003696,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,0.14,0.58,ДС,0.14,0.58,песчаник,не карбонатный,не разрушен,продукт,3
5110,Unload2,1003698,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,0.58,1.58,ДС,0.58,1.9,песчаник,не карбонатный,не разрушен,продукт,3
5112,Unload2,1003700,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,1.58,1.9,ДС,0.58,1.9,песчаник,не карбонатный,не разрушен,продукт,3
5114,Unload2,1003702,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,1.9,2.06,ДС,1.9,2.06,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
5116,Unload2,1003704,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,2.06,2.55,ДС,2.06,2.55,песчаник,не карбонатный,не разрушен,продукт,3
5118,Unload2,1003706,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,2.55,2.58,ДС,2.55,3.03,песчаник,не карбонатный,не разрушен,продукт,3
5120,Unload2,1003708,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,2.58,3.03,ДС,2.55,3.03,песчаник,не карбонатный,не разрушен,продукт,3
5122,Unload2,1003710,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,3.03,3.57,ДС,3.03,3.72,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
5124,Unload2,1003712,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,3.57,3.72,ДС,3.03,3.72,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0
