index,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class,weight
1579,Unload2,1001745,Field1,Well3,2520.0,2537.0,2521.8,2538.8,16.62,8.98,9.97,УФ,0.0,16.62,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1256,Unload2,1001099,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,16.99,17.81,УФ,12.0,17.81,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2,19.70754716981132
519,Unload1,1001295,Field3,Well12,3242.5,3252.0,3244.0,3253.5,9.5,4.98,5.98,УФ,0.3,9.5,алевролит,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
3169,Unload2,1004931,Field2,Well10,2960.0,2977.0,2941.7,2958.7,16.96,2.24,2.98,УФ,2.24,3.74,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2468,Unload2,1003525,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,3.98,4.97,УФ,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2059,Unload2,1002707,Field1,Well1,2573.0,2591.0,2575.4,2593.4,18.0,10.66,11.0,УФ,10.66,11.68,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2508,Unload2,1003605,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,9.42,9.94,УФ,9.42,10.04,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
2019,Unload2,1002627,Field1,Well1,2555.0,2573.0,2555.9,2573.9,18.0,2.0,3.01,УФ,0.88,3.51,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4,20.89
1430,Unload2,1001447,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,1.31,1.86,УФ,1.31,2.4,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1,9.367713004484305
925,Unload2,1000437,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,2.99,3.99,УФ,0.0,7.09,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
858,Unload2,1000303,Field4,Well4,2875.0,2884.0,2875.9,2884.9,8.99,2.7,2.95,УФ,2.7,2.95,уголь,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
3120,Unload2,1004831,Field2,Well10,2568.0,2585.3,2568.6,2585.9,17.25,4.0,4.76,УФ,3.1,4.76,песчаник,слабокарбонатный,частично разрушен,пятнисто нефтенасыщенные,4,20.89
1735,Unload2,1002057,Field1,Well3,2710.0,2722.0,2712.6,2724.6,11.92,9.96,10.4,УФ,9.08,10.4,глинисто-кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
2756,Unload2,1004101,Field2,Well2,2970.0,2982.0,2970.7,2982.7,11.98,0.99,1.99,УФ,0.29,3.07,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2739,Unload2,1004067,Field2,Well2,2924.0,2936.0,2926.0,2938.0,11.39,2.7,3.04,УФ,2.7,3.16,кремнисто-карбонатная порода,сильнокарбонатный,не разрушен,битуминозный,2,19.70754716981132
2691,Unload2,1003971,Field2,Well2,2881.0,2893.0,2883.0,2895.0,11.98,8.97,9.97,УФ,7.24,11.98,аргиллит,с карбонатными обломками или конкрециями,разрушен,не опред.,0,1.3698360655737705
676,Unload1,1001609,Field3,Well9,842.0,848.0,842.7,848.7,3.43,2.45,3.43,УФ,0.99,3.43,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
180,Unload1,1000475,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,7.9,8.9,УФ,7.29,9.0,песчаник,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
39,Unload1,1000079,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,13.68,14.0,УФ,13.68,14.44,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
3058,Unload2,1004707,Field2,Well5,2976.0,2992.0,2976.0,2992.0,16.0,8.67,9.01,УФ,8.67,9.01,аргиллит углистый,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
739,Unload2,1000065,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,8.96,9.14,УФ,8.77,9.14,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
93,Unload1,1000187,Field6,Well11,2176.06,2191.02,2177.56,2192.52,14.96,7.0,8.0,УФ,5.66,11.25,песчаник,слабокарбонатный,не разрушен,слабо нефтенасыщенные,5,59.68571428571428
3156,Unload2,1004905,Field2,Well10,2585.3,2602.3,2585.9,2602.9,17.0,8.97,9.97,УФ,7.58,17.0,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
1246,Unload2,1001079,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,8.95,9.94,УФ,8.73,10.33,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,не разрушен,битуминозный,2,19.70754716981132
2649,Unload2,1003887,Field2,Well2,2839.3,2857.0,2843.3,2861.0,17.7,15.16,16.16,УФ,10.41,17.49,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2768,Unload2,1004125,Field2,Well2,2970.0,2982.0,2970.7,2982.7,11.98,8.53,8.97,УФ,8.53,9.06,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
1885,Unload2,1002359,Field1,Well1,2279.0,2297.0,2279.4,2297.4,17.86,14.02,14.85,УФ,14.02,15.07,песчаник,среднекарбонатный,частично разрушен,не опред.,0,1.3698360655737705
1195,Unload2,1000977,Field9,Well5,1886.0,1898.0,1884.4,1896.4,11.75,1.97,2.94,УФ,0.12,5.9,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1368,Unload2,1001323,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,5.99,6.41,УФ,5.32,6.41,песчаник,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
224,Unload1,1000563,Field5,Well6,3106.2,3115.4,3105.7,3114.9,9.09,4.79,4.96,УФ,4.79,5.09,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
526,Unload1,1001309,Field3,Well12,3252.0,3263.0,3253.5,3264.5,10.92,1.99,2.99,УФ,0.0,4.04,алевролит,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
1731,Unload2,1002049,Field1,Well3,2710.0,2722.0,2712.6,2724.6,11.92,6.99,7.99,УФ,2.1,9.08,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
514,Unload1,1001285,Field3,Well12,3242.5,3252.0,3244.0,3253.5,9.5,0.3,1.0,УФ,0.3,9.5,алевролит,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
2655,Unload2,1003899,Field2,Well2,2869.0,2881.0,2871.0,2883.0,12.0,1.0,1.99,УФ,0.65,7.0,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1914,Unload2,1002417,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,10.95,11.34,УФ,10.75,11.34,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1434,Unload2,1001455,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,2.83,3.2,УФ,2.67,3.2,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1567,Unload2,1001721,Field1,Well3,2327.0,2335.5,2329.1,2337.6,8.5,6.88,7.02,УФ,6.88,8.5,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2458,Unload2,1003505,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,7.92,8.93,УФ,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2913,Unload2,1004417,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,10.0,11.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2141,Unload2,1002871,Field1,Well1,2715.0,2727.0,0.0,0.0,11.7,1.86,2.84,УФ,0.0,2.84,глинисто-кремнистая порода,не карбонатный,разрушен,битуминозный,2,19.70754716981132
1588,Unload2,1001763,Field1,Well3,2537.0,2554.0,2538.8,2555.8,11.66,1.0,2.0,УФ,0.0,11.66,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1259,Unload2,1001105,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,0.18,0.57,УФ,0.18,0.57,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
1462,Unload2,1001511,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,0.88,1.83,УФ,0.36,2.16,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2285,Unload2,1003159,Field1,Well1,2914.0,2926.0,2916.6,2928.6,11.91,6.76,6.92,УФ,6.76,7.58,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2698,Unload2,1003985,Field2,Well2,2893.0,2905.0,2895.0,2907.0,11.54,3.97,4.96,УФ,0.0,5.22,глинисто-кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
1727,Unload2,1002041,Field1,Well3,2710.0,2722.0,2712.6,2724.6,11.92,3.0,3.99,УФ,2.1,9.08,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
1238,Unload2,1001063,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,3.98,4.98,УФ,1.56,5.76,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
1590,Unload2,1001767,Field1,Well3,2537.0,2554.0,2538.8,2555.8,11.66,3.0,4.0,УФ,0.0,11.66,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2614,Unload2,1003817,Field2,Well2,2822.3,2839.3,2826.3,2843.3,17.0,11.21,12.07,УФ,11.16,12.07,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
987,Unload2,1000561,Field3,Well8,879.6,888.6,877.9,886.9,8.9,4.42,4.94,УФ,4.42,5.08,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
776,Unload2,1000139,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,8.39,8.99,УФ,8.39,9.41,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
242,Unload1,1000599,Field5,Well6,3115.4,3124.6,3114.9,3124.1,9.2,4.17,4.95,УФ,4.17,4.98,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
758,Unload2,1000103,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,15.18,15.68,УФ,15.18,15.68,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
3198,Unload2,1004989,Field2,Well10,2977.0,2989.5,2960.9,2973.4,12.5,5.32,6.0,УФ,5.32,8.0,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1196,Unload2,1000979,Field9,Well5,1886.0,1898.0,1884.4,1896.4,11.75,2.94,3.94,УФ,0.12,5.9,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2755,Unload2,1004099,Field2,Well2,2970.0,2982.0,2970.7,2982.7,11.98,0.29,0.99,УФ,0.29,3.07,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2519,Unload2,1003627,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,15.43,15.84,УФ,15.43,15.84,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
1251,Unload2,1001089,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,12.0,12.97,УФ,12.0,17.81,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2,19.70754716981132
1099,Unload2,1000785,Field3,Well8,942.2,951.2,940.5,949.5,9.0,5.09,6.05,УФ,0.95,6.11,песчаник,с карбонатными обломками или конкрециями,частично разрушен,продукт,3,20.89
2224,Unload2,1003037,Field1,Well1,2870.0,2882.0,2873.2,2885.2,11.95,0.0,0.62,УФ,0.0,0.62,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1096,Unload2,1000779,Field3,Well8,942.2,951.2,940.5,949.5,9.0,2.49,3.42,УФ,0.95,6.11,песчаник,с карбонатными обломками или конкрециями,частично разрушен,продукт,3,20.89
1207,Unload2,1001001,Field9,Well5,1886.0,1898.0,1884.4,1896.4,11.75,9.22,9.67,УФ,9.22,9.67,песчаник,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
1539,Unload2,1001665,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,2.94,3.13,УФ,2.82,3.13,песчаник,среднекарбонатный,не разрушен,слабо нефтенасыщенные,5,59.68571428571428
2650,Unload2,1003889,Field2,Well2,2839.3,2857.0,2843.3,2861.0,17.7,16.16,17.16,УФ,10.41,17.49,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
915,Unload2,1000417,Field4,Well4,2898.0,2915.0,2900.5,2917.5,16.91,13.34,13.52,УФ,13.34,13.52,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
149,Unload1,1000413,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,7.78,8.56,УФ,7.67,8.56,песчаник,сильнокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
3143,Unload2,1004879,Field2,Well10,2568.0,2585.3,2568.6,2585.9,17.25,15.95,16.95,УФ,14.95,17.25,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
881,Unload2,1000349,Field4,Well4,2884.0,2898.0,2884.9,2898.9,13.89,6.95,7.95,УФ,6.65,9.95,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
743,Unload2,1000073,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,9.81,9.95,УФ,9.81,10.17,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0,1.3698360655737705
3039,Unload2,1004669,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,14.99,15.35,УФ,14.77,15.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
2577,Unload2,1003743,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,9.56,10.56,УФ,9.45,10.67,песчаник,не карбонатный,не разрушен,продукт,3,20.89
273,Unload1,1000661,Field5,Well6,3124.6,3142.76,3124.1,3142.26,17.82,11.88,12.26,УФ,11.72,12.26,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
77,Unload1,1000155,Field6,Well11,2176.06,2191.02,2177.56,2192.52,14.96,0.0,1.0,УФ,0.0,1.23,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
2567,Unload2,1003723,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,5.56,5.63,УФ,4.38,5.63,песчаник,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
406,Unload1,1000951,Field7,Well13,2730.0,2739.0,0.0,0.0,8.82,8.0,8.82,УФ,5.74,8.82,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2726,Unload2,1004041,Field2,Well2,2912.0,2924.0,2914.0,2926.0,11.51,4.57,5.56,УФ,0.68,6.22,кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
2292,Unload2,1003173,Field1,Well1,2914.0,2926.0,2916.6,2928.6,11.91,10.91,11.91,УФ,9.29,11.91,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2995,Unload2,1004581,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,0.0,0.58,УФ,0.0,0.58,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
407,Unload1,1000953,Field7,Well13,2739.0,2748.0,0.0,0.0,9.0,0.0,0.5,УФ,0.0,0.5,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
1411,Unload2,1001409,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,2.24,2.98,УФ,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2679,Unload2,1003947,Field2,Well2,2881.0,2893.0,2883.0,2895.0,11.98,3.34,4.0,УФ,3.34,4.38,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1964,Unload2,1002517,Field1,Well1,2365.0,2383.0,2365.4,2383.4,17.9,3.0,4.0,УФ,0.0,17.9,аргиллит,с карбонатными обломками или конкрециями,разрушен,не опред.,0,1.3698360655737705
616,Unload1,1001489,Field3,Well9,807.1,814.0,807.8,814.7,6.74,1.84,2.83,УФ,1.74,3.76,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2175,Unload2,1002939,Field1,Well1,2772.0,2784.0,2775.8,2787.8,11.87,2.96,3.94,УФ,0.0,7.8,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1339,Unload2,1001265,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,2.99,3.99,УФ,2.37,4.6,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1878,Unload2,1002345,Field1,Well1,2279.0,2297.0,2279.4,2297.4,17.86,8.91,9.87,УФ,6.02,12.81,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
903,Unload2,1000393,Field4,Well4,2898.0,2915.0,2900.5,2917.5,16.91,6.49,6.63,УФ,6.49,6.63,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
3110,Unload2,1004811,Field2,Well10,2555.0,2568.0,2555.6,2568.6,12.91,9.96,10.91,УФ,9.74,10.91,алевролит,слабокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
2397,Unload2,1003383,Field1,Well1,3091.0,3102.0,3093.7,3104.7,10.34,8.53,8.99,УФ,8.53,9.62,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1596,Unload2,1001779,Field1,Well3,2537.0,2554.0,2538.8,2555.8,11.66,8.98,9.98,УФ,0.0,11.66,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
37,Unload1,1000075,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,12.0,13.0,УФ,11.56,13.68,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5,59.68571428571428
2706,Unload2,1004001,Field2,Well2,2893.0,2905.0,2895.0,2907.0,11.54,8.92,9.91,УФ,8.92,11.54,карбонатно-кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
2210,Unload2,1003009,Field1,Well1,2796.0,2808.0,2799.8,2811.8,11.98,3.31,3.54,УФ,3.31,3.54,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2787,Unload2,1004165,Field2,Well2,2982.0,2994.0,2982.7,2994.7,11.96,5.93,5.98,УФ,5.93,6.98,алевролит,с примесью,частично разрушен,не опред.,0,1.3698360655737705
1011,Unload2,1000609,Field3,Well8,897.6,906.6,895.9,904.9,5.8,1.98,2.36,УФ,1.26,2.36,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3,20.89
1619,Unload2,1001825,Field1,Well3,2577.5,2594.5,2579.2,2596.2,16.95,10.96,11.56,УФ,9.98,11.56,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4,20.89
1159,Unload2,1000905,Field3,Well8,976.2,985.2,974.5,983.5,9.0,6.12,6.82,УФ,6.12,6.99,песчаник,не карбонатный,не разрушен,продукт,3,20.89
2307,Unload2,1003203,Field1,Well1,2926.0,2938.0,2928.6,2940.6,10.65,6.97,7.97,УФ,6.84,8.59,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2579,Unload2,1003747,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,10.67,11.01,УФ,10.67,11.01,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
1953,Unload2,1002495,Field1,Well1,2324.0,2342.0,2324.4,2342.4,17.85,9.91,10.87,УФ,8.41,17.85,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
700,Unload1,1001657,Field3,Well9,858.0,864.0,858.7,864.7,5.22,2.23,2.35,УФ,2.23,2.74,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
754,Unload2,1000095,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,12.93,13.92,УФ,12.6,14.03,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
423,Unload1,1000989,Field7,Well13,2748.0,2757.0,0.0,0.0,8.74,2.64,3.0,УФ,2.64,3.12,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
1564,Unload2,1001715,Field1,Well3,2327.0,2335.5,2329.1,2337.6,8.5,5.01,6.02,УФ,3.44,6.4,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
1699,Unload2,1001985,Field1,Well3,2691.0,2698.0,2693.6,2700.6,7.0,0.0,1.0,УФ,0.0,7.0,аргиллит,с карбонатными обломками или конкрециями,разрушен,не опред.,0,1.3698360655737705
855,Unload2,1000297,Field4,Well4,2875.0,2884.0,2875.9,2884.9,8.99,1.93,2.0,УФ,1.93,2.33,пересл. аргиллита и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
638,Unload1,1001533,Field3,Well9,821.0,828.0,821.7,828.7,6.21,2.45,3.42,УФ,0.0,6.21,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
119,Unload1,1000353,Field5,Well6,3030.0,3038.25,3032.0,3040.25,8.24,5.28,5.51,УФ,5.28,5.51,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
429,Unload1,1001001,Field7,Well13,2748.0,2757.0,0.0,0.0,8.74,5.35,5.78,УФ,5.35,5.78,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
1674,Unload2,1001935,Field1,Well3,2621.0,2638.0,2624.0,2641.0,16.85,12.16,12.88,УФ,12.16,16.85,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
3139,Unload2,1004871,Field2,Well10,2568.0,2585.3,2568.6,2585.9,17.25,13.01,13.36,УФ,13.01,13.36,песчаник,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
92,Unload1,1000185,Field6,Well11,2176.06,2191.02,2177.56,2192.52,14.96,6.0,7.0,УФ,5.66,11.25,песчаник,слабокарбонатный,не разрушен,слабо нефтенасыщенные,5,59.68571428571428
2147,Unload2,1002883,Field1,Well1,2715.0,2727.0,0.0,0.0,11.7,4.83,5.07,УФ,4.72,5.07,глинисто-кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
779,Unload2,1000145,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,9.98,10.97,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2621,Unload2,1003831,Field2,Well2,2822.3,2839.3,2826.3,2843.3,17.0,15.21,15.37,УФ,14.86,15.37,песчаник,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
1679,Unload2,1001945,Field1,Well3,2638.0,2655.5,2641.0,2658.5,17.47,0.0,1.0,УФ,0.0,8.21,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1,9.367713004484305
11,Unload1,1000023,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,1.26,1.83,УФ,1.26,1.83,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
2518,Unload2,1003625,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,15.04,15.43,УФ,15.04,15.43,песчаник,не карбонатный,не разрушен,продукт,3,20.89
293,Unload1,1000701,Field5,Well6,3142.76,3161.0,3142.26,3160.5,18.15,2.43,2.77,УФ,2.43,2.77,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1101,Unload2,1000789,Field3,Well8,942.2,951.2,940.5,949.5,9.0,6.11,7.06,УФ,6.11,7.43,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,продукт,3,20.89
1232,Unload2,1001051,Field8,Well14,2775.0,2781.0,2776.1,2782.1,6.0,5.0,6.0,УФ,1.57,6.0,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
1486,Unload2,1001559,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,1.98,2.96,УФ,1.98,8.79,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2997,Unload2,1004585,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,0.79,1.01,УФ,0.79,1.2,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2996,Unload2,1004583,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,0.58,0.79,УФ,0.58,0.79,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2902,Unload2,1004395,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,13.91,14.91,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1616,Unload2,1001819,Field1,Well3,2577.5,2594.5,2579.2,2596.2,16.95,9.04,9.29,УФ,9.04,9.29,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2501,Unload2,1003591,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,6.13,6.81,УФ,6.13,6.81,песчаник,не карбонатный,не разрушен,продукт,3,20.89
2760,Unload2,1004109,Field2,Well2,2970.0,2982.0,2970.7,2982.7,11.98,3.99,4.82,УФ,3.07,4.82,песчаник,с примесью,частично разрушен,не опред.,0,1.3698360655737705
1739,Unload2,1002065,Field1,Well3,2722.0,2734.0,2724.7,2736.7,11.93,1.0,1.86,УФ,0.0,1.86,карбонатно-кремнистая порода,среднекарбонатный,частично разрушен,битуминозный,2,19.70754716981132
882,Unload2,1000351,Field4,Well4,2884.0,2898.0,2884.9,2898.9,13.89,7.95,8.95,УФ,6.65,9.95,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2275,Unload2,1003139,Field1,Well1,2914.0,2926.0,2916.6,2928.6,11.91,1.94,2.04,УФ,1.56,2.04,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
926,Unload2,1000439,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,3.99,4.99,УФ,0.0,7.09,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
511,Unload1,1001279,Field3,Well12,3231.5,3242.5,3233.0,3244.0,10.96,9.67,9.96,УФ,9.67,10.96,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2376,Unload2,1003341,Field1,Well1,3074.0,3086.0,3077.8,3089.8,7.99,5.7,5.99,УФ,5.7,7.13,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
