,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class
5603,Unload2,1004193,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,3.0,3.47,УФ,0.0,3.47,алевролит,не карбонатный,частично разрушен,не опред.,0
5605,Unload2,1004195,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,3.47,4.0,УФ,3.47,4.52,песчаник,с примесью,частично разрушен,не опред.,0
5607,Unload2,1004197,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,4.0,4.52,УФ,3.47,4.52,песчаник,с примесью,частично разрушен,не опред.,0
5609,Unload2,1004199,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,4.52,5.01,УФ,4.52,5.57,алевролит,не карбонатный,частично разрушен,не опред.,0
5611,Unload2,1004201,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,5.01,5.57,УФ,4.52,5.57,алевролит,не карбонатный,частично разрушен,не опред.,0
5613,Unload2,1004203,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,5.57,6.01,УФ,5.57,6.01,песчаник,слабокарбонатный,не разрушен,не опред.,0
5615,Unload2,1004205,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,6.01,6.28,УФ,6.01,6.28,песчаник,не карбонатный,частично разрушен,не опред.,0
5617,Unload2,1004207,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,6.28,6.53,УФ,6.28,6.53,песчаник,с примесью,частично разрушен,не опред.,0
5619,Unload2,1004209,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,6.53,6.8,УФ,6.53,6.8,алевролит,не карбонатный,не разрушен,не опред.,0
5621,Unload2,1004211,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,6.8,7.01,УФ,6.8,7.01,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
5623,Unload2,1004213,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,7.01,8.01,УФ,7.01,9.15,алевролит,не карбонатный,частично разрушен,не опред.,0
5625,Unload2,1004215,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,8.01,9.01,УФ,7.01,9.15,алевролит,не карбонатный,частично разрушен,не опред.,0
5627,Unload2,1004217,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,9.01,9.15,УФ,7.01,9.15,алевролит,не карбонатный,частично разрушен,не опред.,0
5629,Unload2,1004219,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,9.15,9.99,УФ,9.15,10.91,песчаник,слабокарбонатный,частично разрушен,не опред.,0
5631,Unload2,1004221,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,9.99,10.91,УФ,9.15,10.91,песчаник,слабокарбонатный,частично разрушен,не опред.,0
5633,Unload2,1004223,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,10.91,10.99,УФ,10.91,11.99,песчаник,пятнисто карбонатный,частично разрушен,не опред.,0
5635,Unload2,1004225,Field2,Well2,3238.0,3250.0,3238.0,3250.0,11.99,10.99,11.99,УФ,10.91,11.99,песчаник,пятнисто карбонатный,частично разрушен,не опред.,0
5637,Unload2,1004227,Field2,Well2,3377.0,3382.0,3377.0,3382.0,4.88,0.0,0.97,УФ,0.0,4.88,фундамент,не карбонатный,не разрушен,не опред.,0
5639,Unload2,1004229,Field2,Well2,3377.0,3382.0,3377.0,3382.0,4.88,0.97,1.95,УФ,0.0,4.88,фундамент,не карбонатный,не разрушен,не опред.,0
5641,Unload2,1004231,Field2,Well2,3377.0,3382.0,3377.0,3382.0,4.88,1.95,2.92,УФ,0.0,4.88,фундамент,не карбонатный,не разрушен,не опред.,0
5643,Unload2,1004233,Field2,Well2,3377.0,3382.0,3377.0,3382.0,4.88,2.92,3.92,УФ,0.0,4.88,фундамент,не карбонатный,не разрушен,не опред.,0
5645,Unload2,1004235,Field2,Well2,3377.0,3382.0,3377.0,3382.0,4.88,3.92,4.88,УФ,0.0,4.88,фундамент,не карбонатный,не разрушен,не опред.,0
5647,Unload2,1004237,Field2,Well5,2697.0,2702.0,2693.7,2698.7,5.0,0.0,1.0,УФ,0.0,5.0,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5649,Unload2,1004239,Field2,Well5,2697.0,2702.0,2693.7,2698.7,5.0,1.0,2.0,УФ,0.0,5.0,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5651,Unload2,1004241,Field2,Well5,2697.0,2702.0,2693.7,2698.7,5.0,2.0,3.0,УФ,0.0,5.0,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5653,Unload2,1004243,Field2,Well5,2697.0,2702.0,2693.7,2698.7,5.0,3.0,4.0,УФ,0.0,5.0,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5655,Unload2,1004245,Field2,Well5,2697.0,2702.0,2693.7,2698.7,5.0,4.0,5.0,УФ,0.0,5.0,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5657,Unload2,1004247,Field2,Well5,2702.0,2703.5,2698.7,2700.2,1.5,0.0,1.0,УФ,0.0,1.5,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
5659,Unload2,1004249,Field2,Well5,2702.0,2703.5,2698.7,2700.2,1.5,1.0,1.5,УФ,0.0,1.5,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
5661,Unload2,1004251,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,0.0,0.64,УФ,0.0,0.64,аргиллит,не карбонатный,не разрушен,не опред.,0
5663,Unload2,1004253,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,0.64,1.0,УФ,0.64,1.9,песчаник,не карбонатный,не разрушен,не опред.,0
5665,Unload2,1004255,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,1.0,1.9,УФ,0.64,1.9,песчаник,не карбонатный,не разрушен,не опред.,0
5667,Unload2,1004257,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,1.9,1.99,УФ,1.9,8.76,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
5669,Unload2,1004259,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,1.99,2.99,УФ,1.9,8.76,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
5671,Unload2,1004261,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,2.99,3.98,УФ,1.9,8.76,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
5673,Unload2,1004263,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,3.98,4.98,УФ,1.9,8.76,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
5675,Unload2,1004265,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,4.98,5.98,УФ,1.9,8.76,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
5677,Unload2,1004267,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,5.98,6.98,УФ,1.9,8.76,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
5679,Unload2,1004269,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,6.98,7.98,УФ,1.9,8.76,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
5681,Unload2,1004271,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,7.98,8.76,УФ,1.9,8.76,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
5683,Unload2,1004273,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,8.76,8.98,УФ,8.76,9.46,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5685,Unload2,1004275,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,8.98,9.46,УФ,8.76,9.46,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5687,Unload2,1004277,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,9.46,9.58,УФ,9.46,9.58,песчаник,не карбонатный,не разрушен,не опред.,0
5689,Unload2,1004279,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,9.58,9.98,УФ,9.58,10.08,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5691,Unload2,1004281,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,9.98,10.08,УФ,9.58,10.08,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5693,Unload2,1004283,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,10.08,10.39,УФ,10.08,10.39,песчаник,не карбонатный,не разрушен,не опред.,0
5695,Unload2,1004285,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,10.39,10.66,УФ,10.39,10.66,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
5697,Unload2,1004287,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,10.66,10.87,УФ,10.66,10.87,песчаник,не карбонатный,не разрушен,не опред.,0
5699,Unload2,1004289,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,10.87,10.98,УФ,10.87,12.05,алевролит,не карбонатный,не разрушен,не опред.,0
5701,Unload2,1004291,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,10.98,11.98,УФ,10.87,12.05,алевролит,не карбонатный,не разрушен,не опред.,0
5703,Unload2,1004293,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,11.98,12.05,УФ,10.87,12.05,алевролит,не карбонатный,не разрушен,не опред.,0
5705,Unload2,1004295,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,12.05,12.21,УФ,12.05,12.21,песчаник,не карбонатный,не разрушен,не опред.,0
5707,Unload2,1004297,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,12.21,12.49,УФ,12.21,12.49,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5709,Unload2,1004299,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,12.49,12.74,УФ,12.49,12.74,песчаник,не карбонатный,не разрушен,не опред.,0
5711,Unload2,1004301,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,12.74,12.94,УФ,12.74,12.94,алевролит,не карбонатный,не разрушен,не опред.,0
5713,Unload2,1004303,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,12.94,12.97,УФ,12.94,13.22,песчаник,не карбонатный,не разрушен,не опред.,0
5715,Unload2,1004305,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,12.97,13.22,УФ,12.94,13.22,песчаник,не карбонатный,не разрушен,не опред.,0
5717,Unload2,1004307,Field2,Well5,2703.5,2717.0,2700.2,2713.7,13.44,13.22,13.44,УФ,13.22,13.44,аргиллит,не карбонатный,не разрушен,не опред.,0
5719,Unload2,1004309,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,0.0,0.61,УФ,0.0,0.61,аргиллит,не карбонатный,частично разрушен,не опред.,0
5721,Unload2,1004311,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,0.61,0.99,УФ,0.61,2.27,песчаник,слабокарбонатный,частично разрушен,не опред.,0
5723,Unload2,1004313,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,0.99,1.98,УФ,0.61,2.27,песчаник,слабокарбонатный,частично разрушен,не опред.,0
5725,Unload2,1004315,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,1.98,2.27,УФ,0.61,2.27,песчаник,слабокарбонатный,частично разрушен,не опред.,0
5727,Unload2,1004317,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,2.27,2.71,УФ,2.27,2.71,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5729,Unload2,1004319,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,2.71,2.98,УФ,2.71,5.93,аргиллит,не карбонатный,частично разрушен,не опред.,0
5731,Unload2,1004321,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,2.98,3.98,УФ,2.71,5.93,аргиллит,не карбонатный,частично разрушен,не опред.,0
5733,Unload2,1004323,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,3.98,4.98,УФ,2.71,5.93,аргиллит,не карбонатный,частично разрушен,не опред.,0
5735,Unload2,1004325,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,4.98,5.92,УФ,2.71,5.93,аргиллит,не карбонатный,частично разрушен,не опред.,0
5737,Unload2,1004327,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,0.0,0.99,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0
5739,Unload2,1004329,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,0.99,1.98,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0
5741,Unload2,1004331,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,1.98,2.98,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0
5743,Unload2,1004333,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,2.98,3.98,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0
5745,Unload2,1004335,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,3.98,4.97,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0
5747,Unload2,1004337,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,4.97,5.96,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0
5749,Unload2,1004339,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,5.96,6.94,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0
5751,Unload2,1004341,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,6.94,7.9,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0
5753,Unload2,1004343,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,7.9,8.89,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0
5755,Unload2,1004345,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,0.0,1.0,УФ,0.0,1.99,аргиллит,не карбонатный,частично разрушен,не опред.,0
5757,Unload2,1004347,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,1.0,1.98,УФ,0.0,1.99,аргиллит,не карбонатный,частично разрушен,не опред.,0
5759,Unload2,1004349,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,1.98,1.99,УФ,0.0,1.99,аргиллит,не карбонатный,частично разрушен,не опред.,0
5761,Unload2,1004351,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,1.99,2.98,УФ,1.99,7.49,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5763,Unload2,1004353,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,2.98,3.96,УФ,1.99,7.49,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5765,Unload2,1004355,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,3.96,4.96,УФ,1.99,7.49,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5767,Unload2,1004357,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,4.96,5.96,УФ,1.99,7.49,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5769,Unload2,1004359,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,5.96,6.96,УФ,1.99,7.49,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5771,Unload2,1004361,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,6.96,7.49,УФ,1.99,7.49,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5773,Unload2,1004363,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,7.49,7.95,УФ,7.49,8.95,аргиллит,не карбонатный,частично разрушен,не опред.,0
5775,Unload2,1004365,Field2,Well5,2736.0,2745.0,2733.6,2742.6,8.95,7.95,8.95,УФ,7.49,8.95,аргиллит,не карбонатный,частично разрушен,не опред.,0
5777,Unload2,1004367,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,0.0,0.99,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5779,Unload2,1004369,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,0.99,1.99,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5781,Unload2,1004371,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,1.99,2.99,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5783,Unload2,1004373,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,2.99,4.0,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5785,Unload2,1004375,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,4.0,4.99,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5787,Unload2,1004377,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,4.99,5.94,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5789,Unload2,1004379,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,5.94,6.94,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5791,Unload2,1004381,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,6.94,7.94,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5793,Unload2,1004383,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,7.94,8.93,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5795,Unload2,1004385,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,8.93,9.92,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5797,Unload2,1004387,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,9.92,10.91,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5799,Unload2,1004389,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,10.91,11.91,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5801,Unload2,1004391,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,11.91,12.91,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5803,Unload2,1004393,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,12.91,13.91,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5805,Unload2,1004395,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,13.91,14.91,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5807,Unload2,1004397,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,14.91,15.89,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5809,Unload2,1004399,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,15.89,16.87,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5811,Unload2,1004401,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,16.87,17.85,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5813,Unload2,1004403,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,3.0,4.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5815,Unload2,1004405,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,4.0,5.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5817,Unload2,1004407,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,5.0,6.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5819,Unload2,1004409,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,6.0,7.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5821,Unload2,1004411,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,7.0,8.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5823,Unload2,1004413,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,8.0,9.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5825,Unload2,1004415,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,9.0,10.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5827,Unload2,1004417,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,10.0,11.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5829,Unload2,1004419,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,11.0,12.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
5831,Unload2,1004421,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,0.0,0.36,УФ,0.0,0.36,алевролит,не карбонатный,не разрушен,не опред.,0
5833,Unload2,1004423,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,0.36,1.01,УФ,0.36,1.47,песчаник глинистый,пятнисто карбонатный,частично разрушен,продукт,3
5835,Unload2,1004425,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,1.01,1.47,УФ,0.36,1.47,песчаник глинистый,пятнисто карбонатный,частично разрушен,продукт,3
5837,Unload2,1004427,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,1.47,1.76,УФ,1.47,1.76,аргиллит,не карбонатный,частично разрушен,не опред.,0
5839,Unload2,1004429,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,1.76,2.01,УФ,1.76,3.03,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
5841,Unload2,1004431,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,2.01,3.01,УФ,1.76,3.03,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
5843,Unload2,1004433,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,3.01,3.03,УФ,1.76,3.03,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
5845,Unload2,1004435,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,3.03,3.84,УФ,3.03,3.84,песчаник глинистый,пятнисто карбонатный,не разрушен,не опред.,0
5847,Unload2,1004437,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,3.84,4.01,УФ,3.84,4.16,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5849,Unload2,1004439,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,4.01,4.16,УФ,3.84,4.16,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5851,Unload2,1004441,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,4.16,4.41,УФ,4.16,4.41,песчаник глинистый,не карбонатный,не разрушен,не опред.,0
5853,Unload2,1004443,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,4.41,4.57,УФ,4.41,4.57,пересл. угля и аргиллита,не карбонатный,частично разрушен,не опред.,0
5855,Unload2,1004445,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,4.57,4.76,УФ,4.57,4.76,песчаник,не карбонатный,не разрушен,не опред.,0
5857,Unload2,1004447,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,4.76,5.0,УФ,4.76,7.33,песчаник,не карбонатный,не разрушен,не опред.,0
5859,Unload2,1004449,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,5.0,6.0,УФ,4.76,7.33,песчаник,не карбонатный,не разрушен,не опред.,0
5861,Unload2,1004451,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,6.0,7.0,УФ,4.76,7.33,песчаник,не карбонатный,не разрушен,не опред.,0
5863,Unload2,1004453,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,7.0,7.33,УФ,4.76,7.33,песчаник,не карбонатный,не разрушен,не опред.,0
5865,Unload2,1004455,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,7.33,7.84,УФ,7.33,7.84,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5867,Unload2,1004457,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,7.84,8.0,УФ,7.84,8.31,песчаник,не карбонатный,не разрушен,не опред.,0
5869,Unload2,1004459,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,8.0,8.31,УФ,7.84,8.31,песчаник,не карбонатный,не разрушен,не опред.,0
5871,Unload2,1004461,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,8.31,9.0,УФ,8.31,9.07,песчаник,не карбонатный,не разрушен,не опред.,0
5873,Unload2,1004463,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,9.0,9.07,УФ,8.31,9.07,песчаник,не карбонатный,не разрушен,не опред.,0
5875,Unload2,1004465,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,9.07,9.34,УФ,9.07,9.34,алевролит,не карбонатный,не разрушен,не опред.,0
5877,Unload2,1004467,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,9.34,10.0,УФ,9.34,10.0,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5879,Unload2,1004469,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,10.0,10.33,УФ,10.0,10.33,уголь,не карбонатный,частично разрушен,не опред.,0
5881,Unload2,1004471,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,10.33,10.76,УФ,10.33,10.76,алевролит,не карбонатный,не разрушен,не опред.,0
5883,Unload2,1004473,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,10.76,10.99,УФ,10.76,11.97,песчаник,не карбонатный,частично разрушен,не опред.,0
5885,Unload2,1004475,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,10.99,11.97,УФ,10.76,11.97,песчаник,не карбонатный,частично разрушен,не опред.,0
5887,Unload2,1004477,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,0.0,0.21,УФ,0.0,0.21,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
5889,Unload2,1004479,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,0.21,0.75,УФ,0.21,0.75,песчаник,не карбонатный,не разрушен,не опред.,0
5891,Unload2,1004481,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,0.75,0.99,УФ,0.75,1.97,песчаник,не карбонатный,частично разрушен,не опред.,0
5893,Unload2,1004483,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,0.99,1.97,УФ,0.75,1.97,песчаник,не карбонатный,частично разрушен,не опред.,0
